ID Year,Year,ID State,State,ID Workforce Status,Workforce Status,ID Detailed Occupation,Detailed Occupation,Average Wage,Average Wage Appx MOE,Slug State
2020,"2020","04000US56","Wyoming","true","true","272042","Musicians and singers",19555.05747126437,42742.06175229874,"wyoming"
2019,"2019","04000US72","Puerto Rico","true","true","272042","Musicians and singers",21337.140625,51072.10203567354,"puerto-rico"
2019,"2019","04000US01","Alabama","true","true","272042","Musicians and singers",27752.506827731093,18169.49632405388,"alabama"
2019,"2019","04000US02","Alaska","true","true","272042","Musicians and singers",41565.93203883495,86616.60707747705,"alaska"
2019,"2019","04000US04","Arizona","true","true","272042","Musicians and singers",21252.835338345863,23265.776684682787,"arizona"
2019,"2019","04000US05","Arkansas","true","true","272042","Musicians and singers",21447.01851851852,21026.175424720874,"arkansas"
2019,"2019","04000US06","California","true","true","272042","Musicians and singers",50305.59286942223,15404.942660542343,"california"
2019,"2019","04000US08","Colorado","true","true","272042","Musicians and singers",27235.109099571226,24787.05540337304,"colorado"
2019,"2019","04000US09","Connecticut","true","true","272042","Musicians and singers",34017.242066420666,20727.841688340428,"connecticut"
2019,"2019","04000US10","Delaware","true","true","272042","Musicians and singers",58289.35055350554,65552.82415627447,"delaware"
2019,"2019","04000US11","District of Columbia","true","true","272042","Musicians and singers",56220.62555066079,75034.25956947313,"district-of-columbia"
2019,"2019","04000US12","Florida","true","true","272042","Musicians and singers",36854.46695184214,18500.246511320714,"florida"
2019,"2019","04000US13","Georgia","true","true","272042","Musicians and singers",38818.6848810872,29361.124573146422,"georgia"
2019,"2019","04000US15","Hawaii","true","true","272042","Musicians and singers",24185.191347753746,23697.519696096188,"hawaii"
2019,"2019","04000US16","Idaho","true","true","272042","Musicians and singers",24889.326530612245,24541.665857665226,"idaho"
2019,"2019","04000US17","Illinois","true","true","272042","Musicians and singers",38916.51351351351,27497.567744440126,"illinois"
2019,"2019","04000US18","Indiana","true","true","272042","Musicians and singers",19959.84592326139,12811.873533951062,"indiana"
2019,"2019","04000US19","Iowa","true","true","272042","Musicians and singers",11484.996563573883,12863.31691166023,"iowa"
2019,"2019","04000US20","Kansas","true","true","272042","Musicians and singers",16670.849702380954,15809.436780029107,"kansas"
2019,"2019","04000US21","Kentucky","true","true","272042","Musicians and singers",15223.539432176656,24124.783079306155,"kentucky"
2019,"2019","04000US22","Louisiana","true","true","272042","Musicians and singers",31028.50439882698,25421.88365317029,"louisiana"
2019,"2019","04000US23","Maine","true","true","272042","Musicians and singers",15717.190954773869,30826.68810606637,"maine"
2019,"2019","04000US24","Maryland","true","true","272042","Musicians and singers",43268.80591320935,36433.182659875674,"maryland"
2019,"2019","04000US25","Massachusetts","true","true","272042","Musicians and singers",32589.483478921382,22866.648255353088,"massachusetts"
2019,"2019","04000US26","Michigan","true","true","272042","Musicians and singers",26154.166781292985,22082.62707127225,"michigan"
2019,"2019","04000US27","Minnesota","true","true","272042","Musicians and singers",24307.552045572244,15270.954697673002,"minnesota"
2019,"2019","04000US28","Mississippi","true","true","272042","Musicians and singers",25785.765217391305,15064.301917343244,"mississippi"
2019,"2019","04000US29","Missouri","true","true","272042","Musicians and singers",24218.01557489693,11833.310983742802,"missouri"
2019,"2019","04000US30","Montana","true","true","272042","Musicians and singers",15018.512658227848,23181.151718907087,"montana"
2019,"2019","04000US31","Nebraska","true","true","272042","Musicians and singers",11144.079136690647,17097.479616034914,"nebraska"
2019,"2019","04000US32","Nevada","true","true","272042","Musicians and singers",62937.10129564193,63539.189891292546,"nevada"
2019,"2019","04000US33","New Hampshire","true","true","272042","Musicians and singers",14090.063636363637,24504.79933985333,"new-hampshire"
2019,"2019","04000US34","New Jersey","true","true","272042","Musicians and singers",56954.31339130435,43321.11845511842,"new-jersey"
2019,"2019","04000US35","New Mexico","true","true","272042","Musicians and singers",26732.72713864307,24766.33109401805,"new-mexico"
2019,"2019","04000US36","New York","true","true","272042","Musicians and singers",48581.89769435755,17857.467150969154,"new-york"
2019,"2019","04000US37","North Carolina","true","true","272042","Musicians and singers",28450.69748681353,14259.050862439122,"north-carolina"
2019,"2019","04000US38","North Dakota","true","true","272042","Musicians and singers",11829.783132530121,39346.238039665965,"north-dakota"
2019,"2019","04000US39","Ohio","true","true","272042","Musicians and singers",24993.004051863856,16698.54478912433,"ohio"
2019,"2019","04000US40","Oklahoma","true","true","272042","Musicians and singers",43358.600193610844,61772.18508124948,"oklahoma"
2019,"2019","04000US41","Oregon","true","true","272042","Musicians and singers",17242.09127625202,14493.254335505071,"oregon"
2019,"2019","04000US42","Pennsylvania","true","true","272042","Musicians and singers",30087.44562078922,19572.38157194563,"pennsylvania"
2019,"2019","04000US44","Rhode Island","true","true","272042","Musicians and singers",40155.202643171804,56434.79399584225,"rhode-island"
2019,"2019","04000US45","South Carolina","true","true","272042","Musicians and singers",26372.483333333334,23008.20239665527,"south-carolina"
2019,"2019","04000US46","South Dakota","true","true","272042","Musicians and singers",2523.7070707070707,4775.370474267517,"south-dakota"
2019,"2019","04000US47","Tennessee","true","true","272042","Musicians and singers",35385.38127090301,15006.981762209312,"tennessee"
2019,"2019","04000US48","Texas","true","true","272042","Musicians and singers",26445.356960408684,10115.222694435257,"texas"
2019,"2019","04000US49","Utah","true","true","272042","Musicians and singers",38615.88935281837,39245.40512446044,"utah"
2019,"2019","04000US50","Vermont","true","true","272042","Musicians and singers",31502.876569037657,32699.149742141588,"vermont"
2019,"2019","04000US51","Virginia","true","true","272042","Musicians and singers",38812.36396546923,21676.414487575716,"virginia"
2019,"2019","04000US53","Washington","true","true","272042","Musicians and singers",30183.73188854489,17988.954787633393,"washington"
2019,"2019","04000US54","West Virginia","true","true","272042","Musicians and singers",18494.344696969696,37514.37289289259,"west-virginia"
2019,"2019","04000US55","Wisconsin","true","true","272042","Musicians and singers",16054.559877175026,11242.781727393207,"wisconsin"
2019,"2019","04000US56","Wyoming","true","true","272042","Musicians and singers",35753.5,91873.75013492459,"wyoming"
2018,"2018","04000US72","Puerto Rico","true","true","272042","Musicians and singers",18375.76530612245,41423.0687339686,"puerto-rico"
2018,"2018","04000US01","Alabama","true","true","272042","Musicians and singers",27752.618134715027,17398.678671895046,"alabama"
2018,"2018","04000US02","Alaska","true","true","272042","Musicians and singers",42471.35353535353,86462.41654996191,"alaska"
2018,"2018","04000US04","Arizona","true","true","272042","Musicians and singers",20156.806993006994,19238.553190687802,"arizona"
2018,"2018","04000US05","Arkansas","true","true","272042","Musicians and singers",22526.079514824796,22412.17512809314,"arkansas"
2018,"2018","04000US06","California","true","true","272042","Musicians and singers",49449.20780847145,15869.908383574135,"california"
2018,"2018","04000US08","Colorado","true","true","272042","Musicians and singers",27183.678010471205,26829.91613012,"colorado"
2018,"2018","04000US09","Connecticut","true","true","272042","Musicians and singers",36526.907971864006,21013.828836648037,"connecticut"
2018,"2018","04000US10","Delaware","true","true","272042","Musicians and singers",53001.303797468354,54447.91027341262,"delaware"
2018,"2018","04000US11","District of Columbia","true","true","272042","Musicians and singers",35223.50598802395,56592.70666632253,"district-of-columbia"
2018,"2018","04000US12","Florida","true","true","272042","Musicians and singers",33881.714560968896,16078.020687464283,"florida"
2018,"2018","04000US13","Georgia","true","true","272042","Musicians and singers",36065.81239041496,29055.756187172978,"georgia"
2018,"2018","04000US15","Hawaii","true","true","272042","Musicians and singers",26069.587431693988,20992.017639892143,"hawaii"
2018,"2018","04000US16","Idaho","true","true","272042","Musicians and singers",23149.909448818897,23237.849465428015,"idaho"
2018,"2018","04000US17","Illinois","true","true","272042","Musicians and singers",39380.34099350047,24002.8657911347,"illinois"
2018,"2018","04000US18","Indiana","true","true","272042","Musicians and singers",16277.3125,11388.130199529725,"indiana"
2018,"2018","04000US19","Iowa","true","true","272042","Musicians and singers",11679.427947598253,12442.760503879153,"iowa"
